TRANSAKCIJE;MERITVE;LETO;DATA
..Bruto investicije;Tekoče cene (mio EUR);2024;14166.572213
..Bruto investicije;Tekoče cene (% od BDP);1995;25.258023
..Bruto investicije;Tekoče cene (% od BDP);1996;25.01558
..Bruto investicije;Tekoče cene (% od BDP);1997;26.160385
..Bruto investicije;Tekoče cene (% od BDP);1998;27.213924
..Bruto investicije;Tekoče cene (% od BDP);1999;29.161636
..Bruto investicije;Tekoče cene (% od BDP);2000;29.057489
..Bruto investicije;Tekoče cene (% od BDP);2001;26.886158
..Bruto investicije;Tekoče cene (% od BDP);2002;25.700999
..Bruto investicije;Tekoče cene (% od BDP);2003;26.838257
..Bruto investicije;Tekoče cene (% od BDP);2004;29.047114
..Bruto investicije;Tekoče cene (% od BDP);2005;28.698652
..Bruto investicije;Tekoče cene (% od BDP);2006;30.574557
..Bruto investicije;Tekoče cene (% od BDP);2007;33.298124
..Bruto investicije;Tekoče cene (% od BDP);2008;33.14528
..Bruto investicije;Tekoče cene (% od BDP);2009;23.745618
..Bruto investicije;Tekoče cene (% od BDP);2010;22.560135
..Bruto investicije;Tekoče cene (% od BDP);2011;21.869006
..Bruto investicije;Tekoče cene (% od BDP);2012;18.860936
..Bruto investicije;Tekoče cene (% od BDP);2013;19.784227
..Bruto investicije;Tekoče cene (% od BDP);2014;19.745265
..Bruto investicije;Tekoče cene (% od BDP);2015;19.468622
..Bruto investicije;Tekoče cene (% od BDP);2016;18.847909
..Bruto investicije;Tekoče cene (% od BDP);2017;20.250335
..Bruto investicije;Tekoče cene (% od BDP);2018;21.560843
..Bruto investicije;Tekoče cene (% od BDP);2019;20.834523
..Bruto investicije;Tekoče cene (% od BDP);2020;20.189673
..Bruto investicije;Tekoče cene (% od BDP);2021;21.855353
..Bruto investicije;Tekoče cene (% od BDP);2022;24.419036
..Bruto investicije;Tekoče cene (% od BDP);2023;22.226174
..Bruto investicije;Tekoče cene (% od BDP);2024;21.154196
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);1995;"""..."""
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);1996;2766.704933
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);1997;3386.639122
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);1998;3904.245897
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);1999;4774.605395
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2000;5134.689745
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2001;5329.687715
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2002;5739.184321
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2003;6517.530392
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2004;7530.560596
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2005;7977.00258
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2006;9337.891623
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2007;11270.98946
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2008;12026.005498
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2009;8467.551977
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2010;7982.963426
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2011;7892.264145
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2012;6666.803176
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2013;7116.850301
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2014;7342.325621
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2015;7415.982534
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2016;7500.412956
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2017;8515.723031
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2018;9621.757842
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2019;9837.759233
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2020;9385.853071
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2021;10751.037015
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2022;12212.455578
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2023;13505.156732
..Bruto investicije;Stalne cene predhodnega leta (mio EUR);2024;13877.338749
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);1995;5265.710122
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);1996;5457.756855
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);1997;6093.006512
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);1998;6583.484143
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);1999;7553.78984
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2000;7755.635942
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2001;7594.143561
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2002;7742.37279
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2003;8436.487482
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2004;9328.366578
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2005;9342.453421
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2006;10516.331002
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2007;12387.935332
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2008;12806.075937
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2009;8668.156083
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2010;8133.104296
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2011;7892.264145
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2012;6541.1234
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2013;6868.730193
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2014;7072.793148
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2015;7127.322525
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2016;7133.202854
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2017;8054.52867
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2018;8978.278859
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2019;9010.955323
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2020;8429.591387
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2021;9603.974102
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2022;10315.819166
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2023;10025.259585
..Bruto investicije;Stalne cene, referenčno leto 2010 (mio EUR);2024;9787.868978
..Bruto investicije;Letna sprememba obsega (%);1995;"""..."""
..Bruto investicije;Letna sprememba obsega (%);1996;3.647119
..Bruto investicije;Letna sprememba obsega (%);1997;11.639391
..Bruto investicije;Letna sprememba obsega (%);1998;8.049846
..Bruto investicije;Letna sprememba obsega (%);1999;14.738483
..Bruto investicije;Letna sprememba obsega (%);2000;2.672117
..Bruto investicije;Letna sprememba obsega (%);2001;-2.082258
..Bruto investicije;Letna sprememba obsega (%);2002;1.951889
..Bruto investicije;Letna sprememba obsega (%);2003;8.965142
..Bruto investicije;Letna sprememba obsega (%);2004;10.571688
..Bruto investicije;Letna sprememba obsega (%);2005;0.151011
..Bruto investicije;Letna sprememba obsega (%);2006;12.564982
..Bruto investicije;Letna sprememba obsega (%);2007;17.797123
..Bruto investicije;Letna sprememba obsega (%);2008;3.375386
..Bruto investicije;Letna sprememba obsega (%);2009;-32.312161
..Bruto investicije;Letna sprememba obsega (%);2010;-6.172614
..Bruto investicije;Letna sprememba obsega (%);2011;-2.961233
..Bruto investicije;Letna sprememba obsega (%);2012;-17.119812
..Bruto investicije;Letna sprememba obsega (%);2013;5.008418
..Bruto investicije;Letna sprememba obsega (%);2014;2.970898
..Bruto investicije;Letna sprememba obsega (%);2015;0.770974
..Bruto investicije;Letna sprememba obsega (%);2016;0.082504
..Bruto investicije;Letna sprememba obsega (%);2017;12.916019
..Bruto investicije;Letna sprememba obsega (%);2018;11.468706
..Bruto investicije;Letna sprememba obsega (%);2019;0.36395
..Bruto investicije;Letna sprememba obsega (%);2020;-6.451746
..Bruto investicije;Letna sprememba obsega (%);2021;13.931668
..Bruto investicije;Letna sprememba obsega (%);2022;7.411984
..Bruto investicije;Letna sprememba obsega (%);2023;-2.816641
..Bruto investicije;Letna sprememba obsega (%);2024;-2.367925
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);1995;"""..."""
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);1996;0.92119
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);1997;2.911661
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);1998;2.105871
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);1999;4.01092
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2000;0.779233
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2001;-0.605052
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2002;0.524788
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2003;2.304131
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2004;2.837257
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2005;0.043864
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2006;3.60598
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2007;5.441391
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2008;1.12394
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2009;-10.709956
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2010;-1.465725
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2011;-0.668058
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2012;-3.743933
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2013;0.944635
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2014;0.587769
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2015;0.152231
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2016;0.016062
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2017;2.434399
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2018;2.322451
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2019;0.078471
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2020;-1.34419
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2021;2.812758
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2022;1.619915
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2023;-0.687797
..Bruto investicije;Prispevek k letni rasti obsega BDP (odstotne točke);2024;-0.526299
..Bruto investicije;Implicitni deflator (predhodno leto=100);1995;"""..."""
..Bruto investicije;Implicitni deflator (predhodno leto=100);1996;109.644946
..Bruto investicije;Implicitni deflator (predhodno leto=100);1997;106.695005
..Bruto investicije;Implicitni deflator (predhodno leto=100);1998;106.583804
..Bruto investicije;Implicitni deflator (predhodno leto=100);1999;104.742806
..Bruto investicije;Implicitni deflator (predhodno leto=100);2000;106.004955
..Bruto investicije;Implicitni deflator (predhodno leto=100);2001;105.621695
..Bruto investicije;Implicitni deflator (predhodno leto=100);2002;104.218617
..Bruto investicije;Implicitni deflator (predhodno leto=100);2003;104.496154
..Bruto investicije;Implicitni deflator (predhodno leto=100);2004;105.768681
..Bruto investicije;Implicitni deflator (predhodno leto=100);2005;103.993403
..Bruto investicije;Implicitni deflator (predhodno leto=100);2006;102.465705
..Bruto investicije;Implicitni deflator (predhodno leto=100);2007;103.214856
..Bruto investicije;Implicitni deflator (predhodno leto=100);2008;104.022149
..Bruto investicije;Implicitni deflator (predhodno leto=100);2009;100.479311
..Bruto investicije;Implicitni deflator (predhodno leto=100);2010;101.880766
..Bruto investicije;Implicitni deflator (predhodno leto=100);2011;101.921379
..Bruto investicije;Implicitni deflator (predhodno leto=100);2012;101.659058
..Bruto investicije;Implicitni deflator (predhodno leto=100);2013;100.1916
..Bruto investicije;Implicitni deflator (predhodno leto=100);2014;100.230432
..Bruto investicije;Implicitni deflator (predhodno leto=100);2015;101.055118
..Bruto investicije;Implicitni deflator (predhodno leto=100);2016;100.549704
..Bruto investicije;Implicitni deflator (predhodno leto=100);2017;101.363112
..Bruto investicije;Implicitni deflator (predhodno leto=100);2018;101.874155
..Bruto investicije;Implicitni deflator (predhodno leto=100);2019;101.986309
..Bruto investicije;Implicitni deflator (predhodno leto=100);2020;100.538442
..Bruto investicije;Implicitni deflator (predhodno leto=100);2021;105.754754
..Bruto investicije;Implicitni deflator (predhodno leto=100);2022;113.790165
..Bruto investicije;Implicitni deflator (predhodno leto=100);2023;105.248046
..Bruto investicije;Implicitni deflator (predhodno leto=100);2024;102.084214
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);1995;2442.289311
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);1996;2899.238602
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);1997;3483.406661
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);1998;4011.951166
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);1999;4769.343028
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2000;5168.641675
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2001;5572.661338
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2002;5786.541561
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2003;6411.292436
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2004;7187.620224
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2005;7742.155228
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2006;8731.617812
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2007;10048.978111
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2008;11166.450555
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2009;8748.53811
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2010;7650.552444
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2011;7387.648289
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2012;6887.630665
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2013;7148.32931
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2014;7244.187442
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2015;7282.138663
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2016;7114.332144
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2017;7883.039019
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2018;8878.941113
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2019;9514.943204
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2020;8891.519678
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2021;10545.599262
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2022;12475.320163
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2023;13644.19408
....Bruto investicije v osnovna sredstva;Tekoče cene (mio EUR);2024;13431.40203
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);1995;23.109516
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);1996;23.907991
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);1997;25.219432
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);1998;26.237257
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);1999;27.810497
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2000;27.592696
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2001;26.615614
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2002;24.864149
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2003;25.264838
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2004;26.212214
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2005;26.784149
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2006;27.901498
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2007;28.763214
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2008;29.586229
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2009;24.416558
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2010;21.221601
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2011;20.084839
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2012;19.167673
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2013;19.833735
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2014;19.43656
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2015;18.917648
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2016;17.779983
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2017;18.493726
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2018;19.53028
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2019;19.758397
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2020;19.023892
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2021;20.27117
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2022;21.921613
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2023;21.335308
....Bruto investicije v osnovna sredstva;Tekoče cene (% od BDP);2024;20.056405
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);1995;"""..."""
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);1996;2640.556834
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);1997;3266.694178
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);1998;3762.070293
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);1999;4549.655762
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2000;4882.638559
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2001;5272.273024
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2002;5552.245939
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2003;6121.511557
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2004;6766.743692
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2005;7447.275603
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2006;8535.661738
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2007;9772.993493
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2008;10757.199421
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2009;8701.284542
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2010;7515.115788
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2011;7263.077233
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2012;6772.717323
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2013;7138.776021
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2014;7214.338663
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2015;7199.326146
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2016;7067.269014
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2017;7788.255214
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2018;8716.955127
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2019;9316.643952
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2020;8831.390605
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2021;9982.831933
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2022;10986.458614
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2023;12958.615409
....Bruto investicije v osnovna sredstva;Stalne cene predhodnega leta (mio EUR);2024;13134.067606
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);1995;4817.932642
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);1996;5209.057298
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);1997;5869.264137
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);1998;6338.790271
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);1999;7188.351126
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2000;7359.110085
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2001;7506.660362
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2002;7479.159774
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2003;7912.111666
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2004;8350.770495
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2005;8652.445098
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2006;9539.248746
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2007;10676.946464
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2008;11429.425067
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2009;8906.203378
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2010;7650.552444
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2011;7263.077233
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2012;6658.515277
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2013;6901.306342
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2014;6965.034627
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2015;6921.902049
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2016;6717.661683
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2017;7354.009142
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2018;8131.961232
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2019;8532.840399
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2020;7919.841971
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2021;8891.894097
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2022;9263.620215
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2023;9622.493859
....Bruto investicije v osnovna sredstva;Stalne cene, referenčno leto 2010 (mio EUR);2024;9262.729931
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);1995;"""..."""
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);1996;8.118101
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);1997;12.67421
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);1998;7.999744
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);1999;13.402571
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2000;2.375496
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2001;2.005002
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2002;-0.366349
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2003;5.788777
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2004;5.544144
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2005;3.612536
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2006;10.249168
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2007;11.926492
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2008;7.047695
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2009;-22.076541
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2010;-14.098611
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2011;-5.06467
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2012;-8.323772
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2013;3.646324
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2014;0.923424
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2015;-0.619273
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2016;-2.950639
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2017;9.472752
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2018;10.578612
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2019;4.929674
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2020;-7.18399
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2021;12.27363
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2022;4.180505
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2023;3.874011
....Bruto investicije v osnovna sredstva;Letna sprememba obsega (%);2024;-3.738781
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);1995;"""..."""
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);1996;1.876054
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);1997;3.030149
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);1998;2.01749
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);1999;3.516467
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);2000;0.660637
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);2001;0.553234
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);2002;-0.097506
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);2003;1.43933
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);2004;1.400719
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);2005;0.946926
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);2006;2.745152
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);2007;3.32767
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);2008;2.027144
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);2009;-6.531616
....Bruto investicije v osnovna sredstva;Prispevek k letni rasti obsega BDP (odstotne točke);2010;-3.442395
